"Date" "Year" "Quarter" "Appr..status" "Seq.No." "Sampling.type" "Vessel" "Trip" "Station" "Gear" "Mesh.size" "Validity..haul." "Subsample" "Fate" "Processing" "Catagory" "Max.maturity" "Subdiv." "Rect." "ICES" "Depth" "Fishno" "LngtClass" "Age" "Age.quality" "IndWgt" "Sex" "Maturity" "Otolithno" "Spmen.note" "Fat.content..code." "Age.quality...code." "Nematodes..code." "Area" "Area_Year"
"140832" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 1 115 0 NA 12 "" NA NA "" NA NA NA 25 "25.1992"
"140833" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 2 115 0 NA 12 "" NA NA "" NA NA NA 25 "25.1992"
"140834" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 3 115 0 NA 12 "" NA NA "" NA NA NA 25 "25.1992"
"140835" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 4 120 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140836" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 5 125 0 NA 13 "" NA NA "" NA NA NA 25 "25.1992"
"140837" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 6 125 0 NA 13 "" NA NA "" NA NA NA 25 "25.1992"
"140838" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 7 125 0 NA 13 "" NA NA "" NA NA NA 25 "25.1992"
"140839" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 8 125 0 NA 13 "" NA NA "" NA NA NA 25 "25.1992"
"140840" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 9 125 0 NA 13 "" NA NA "" NA NA NA 25 "25.1992"
"140841" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 10 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140842" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 11 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140843" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 12 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140844" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 13 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140845" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 14 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140846" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 15 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140847" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 16 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140848" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 17 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140849" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 18 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140850" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 19 130 0 NA 14 "" NA NA "" NA NA NA 25 "25.1992"
"140851" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 20 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140852" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 21 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140853" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 22 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140854" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 23 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140855" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 24 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140856" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 25 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140857" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 26 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140858" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 27 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140859" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 28 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140860" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 29 135 0 NA 16 "" NA NA "" NA NA NA 25 "25.1992"
"140861" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 31 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140862" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 39 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140863" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 38 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140864" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 37 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140865" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 36 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140866" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 35 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140867" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 34 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140868" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 33 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140869" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 32 140 0 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140870" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 30 140 1 NA 18 "" NA NA "" NA NA NA 25 "25.1992"
"140871" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 40 145 0 NA 20 "" NA NA "" NA NA NA 25 "25.1992"
"140872" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 41 145 0 NA 20 "" NA NA "" NA NA NA 25 "25.1992"
"140873" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 42 145 0 NA 20 "" NA NA "" NA NA NA 25 "25.1992"
"140874" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 43 145 0 NA 20 "" NA NA "" NA NA NA 25 "25.1992"
"140875" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 44 145 1 NA 20 "" NA NA "" NA NA NA 25 "25.1992"
"140876" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 45 150 0 NA 23 "" NA NA "" NA NA NA 25 "25.1992"
"140877" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 46 150 1 NA 23 "" NA NA "" NA NA NA 25 "25.1992"
"140878" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 47 150 1 NA 23 "" NA NA "" NA NA NA 25 "25.1992"
"140879" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 48 150 1 NA 23 "" NA NA "" NA NA NA 25 "25.1992"
"140880" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 49 155 1 NA 24 "" NA NA "" NA NA NA 25 "25.1992"
"140881" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 55 155 1 NA 24 "" NA NA "" NA NA NA 25 "25.1992"
"140882" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 53 155 1 NA 24 "" NA NA "" NA NA NA 25 "25.1992"
"140883" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 52 155 1 NA 24 "" NA NA "" NA NA NA 25 "25.1992"
"140884" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 51 155 1 NA 24 "" NA NA "" NA NA NA 25 "25.1992"
"140885" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 50 155 2 NA 24 "" NA NA "" NA NA NA 25 "25.1992"
"140886" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 54 155 3 NA 24 "" NA NA "" NA NA NA 25 "25.1992"
"140887" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 56 160 1 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140888" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 65 160 1 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140889" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 64 160 1 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140890" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 63 160 1 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140891" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 62 160 1 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140892" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 60 160 1 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140893" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 59 160 1 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140894" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 57 160 2 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140895" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 61 160 2 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140896" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 58 160 3 NA 26 "" NA NA "" NA NA NA 25 "25.1992"
"140897" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 66 165 1 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140898" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 75 165 1 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140899" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 74 165 1 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140900" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 72 165 1 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140901" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 71 165 1 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140902" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 70 165 1 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140903" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 69 165 1 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140904" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 68 165 1 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140905" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 67 165 2 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140906" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 73 165 2 NA 29 "" NA NA "" NA NA NA 25 "25.1992"
"140907" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 77 170 1 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140908" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 85 170 1 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140909" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 83 170 1 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140910" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 81 170 1 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140911" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 80 170 1 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140912" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 79 170 1 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140913" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 78 170 1 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140914" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 76 170 2 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140915" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 82 170 2 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140916" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 84 170 3 NA 31 "" NA NA "" NA NA NA 25 "25.1992"
"140917" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 88 175 1 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140918" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 92 175 1 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140919" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 91 175 1 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140920" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 90 175 1 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140921" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 86 175 2 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140922" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 94 175 2 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140923" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 93 175 2 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140924" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 89 175 2 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140925" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 87 175 3 NA 35 "" NA NA "" NA NA NA 25 "25.1992"
"140927" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 96 180 1 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140928" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 105 180 1 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
