"Date" "Year" "Quarter" "Appr..status" "Seq.No." "Sampling.type" "Vessel" "Trip" "Station" "Gear" "Mesh.size" "Validity..haul." "Subsample" "Fate" "Processing" "Catagory" "Max.maturity" "Subdiv." "Rect." "ICES" "Depth" "Fishno" "LngtClass" "Age" "Age.quality" "IndWgt" "Sex" "Maturity" "Otolithno" "Spmen.note" "Age.quality...code." "Area" "Area_Year"
"42604" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 1 95 1 NA 6 "" NA NA "" NA 27 "27.2001"
"42605" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 2 100 1 NA 7 "" NA NA "" NA 27 "27.2001"
"42606" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 4 100 1 NA 7 "" NA NA "" NA 27 "27.2001"
"42607" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 3 100 1 NA 7 "" NA NA "" NA 27 "27.2001"
"42608" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 5 100 2 NA 7 "" NA NA "" NA 27 "27.2001"
"42609" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 6 105 1 NA 8 "" NA NA "" NA 27 "27.2001"
"42610" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 10 105 1 NA 8 "" NA NA "" NA 27 "27.2001"
"42611" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 8 105 1 NA 8 "" NA NA "" NA 27 "27.2001"
"42612" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 7 105 1 NA 8 "" NA NA "" NA 27 "27.2001"
"42613" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 9 105 2 NA 8 "" NA NA "" NA 27 "27.2001"
"42614" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 13 110 1 NA 9 "" NA NA "" NA 27 "27.2001"
"42615" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 14 110 2 NA 9 "" NA NA "" NA 27 "27.2001"
"42616" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 15 110 2 NA 9 "" NA NA "" NA 27 "27.2001"
"42617" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 11 110 3 NA 9 "" NA NA "" NA 27 "27.2001"
"42618" "10/8/01" 2001 4 "Final" 10518 2 "SEPI" 15 518 321 NA "V" 0 8 0 9 NA "27" 4462 "44G7" 85 12 110 4 NA 9 "" NA NA "" NA 27 "27.2001"
